rms_norm,crest_factor,kurtosis,temperature_delta,label
0.8973,2.7701,3.4772,3.33,Healthy
0.9076,3.2533,2.4186,4.23,Healthy
4.0150,7.3511,13.6143,20.48,Danger
4.3377,6.0492,9.8611,21.50,Danger
1.0476,2.7335,3.9557,3.38,Healthy
2.1788,4.5040,4.8878,4.34,Degraded
1.2131,2.7959,2.9621,1.26,Healthy
2.8819,4.9042,6.7848,11.13,Degraded
4.2220,6.0943,12.0711,34.72,Danger
1.1400,2.8197,2.5273,1.22,Healthy
0.9355,3.0923,2.5474,1.51,Healthy
5.7020,5.7308,14.5971,43.68,Danger
1.8893,4.7476,6.6997,7.54,Degraded
4.0997,6.8454,10.1936,36.01,Danger
1.0682,2.9112,2.9843,2.33,Healthy
4.5282,6.9989,14.1835,21.51,Danger
1.1856,2.8869,2.0844,2.54,Healthy
0.9223,3.6632,2.2508,3.34,Healthy
0.9083,2.6613,3.6600,4.18,Healthy
1.0775,3.1404,3.1979,4.15,Healthy
0.9392,2.6813,3.3317,2.59,Healthy
1.0890,2.6250,3.4249,2.75,Healthy
1.0843,2.7220,3.5713,3.77,Healthy
1.0258,2.6234,3.3032,4.42,Healthy
1.0592,3.0264,2.8085,4.13,Healthy
1.3255,2.6092,3.2496,0.24,Healthy
2.8806,4.1679,5.6492,4.00,Degraded
0.9337,2.5151,3.1745,0.81,Healthy
3.1513,4.1413,5.5457,9.04,Degraded
0.9821,2.6639,2.6121,2.41,Healthy
2.1763,4.0908,5.1869,20.75,Degraded
0.9374,3.1087,3.5852,1.45,Healthy
2.4742,4.7290,6.8980,7.88,Degraded
0.9034,2.9607,3.1220,0.90,Healthy
0.8218,3.0888,2.9147,0.42,Healthy
1.3223,2.9870,3.5853,2.67,Healthy
1.1178,3.3330,2.8467,2.56,Healthy
3.6036,8.0911,10.8490,45.88,Danger
3.1392,5.1429,5.8009,7.18,Degraded
0.9550,2.9592,3.7716,0.00,Healthy
1.4925,4.5401,5.5842,10.14,Degraded
0.9740,3.2535,3.5338,2.37,Healthy
3.9072,5.5011,12.6316,47.29,Danger
2.5424,4.0801,4.8369,15.36,Degraded
2.6339,4.1480,3.5000,14.33,Degraded
1.0252,3.1762,3.4925,1.69,Healthy
0.8765,2.6831,2.7710,1.60,Healthy
2.2923,3.5378,6.8569,6.91,Degraded
4.8690,6.8572,9.3492,33.93,Danger
1.4239,4.6298,7.2259,11.44,Degraded
0.7861,3.4144,3.3695,1.91,Healthy
0.9403,3.3289,3.4941,1.63,Healthy
1.2590,2.8165,3.3568,1.26,Healthy
1.0823,2.7222,3.9577,0.11,Healthy
1.0091,2.8476,2.7892,0.00,Healthy
1.1808,2.5426,2.2136,3.16,Healthy
0.9713,2.9961,3.2983,2.64,Healthy
0.8745,2.6978,2.8701,0.00,Healthy
7.0356,7.2433,13.0682,34.79,Danger
1.6860,3.5851,5.0386,8.60,Degraded
2.2873,4.8431,6.5907,15.06,Degraded
0.8814,3.1921,3.2662,1.69,Healthy
1.0877,2.6156,2.8465,3.26,Healthy
1.1001,3.0286,2.6770,2.81,Healthy
1.0148,3.2796,3.7140,4.34,Healthy
1.0549,2.7303,2.5286,2.15,Healthy
2.6846,4.5228,4.6796,13.98,Degraded
4.1771,5.4885,13.5985,27.09,Danger
0.8730,2.7196,3.0938,2.09,Healthy
2.4019,4.0823,3.5000,10.24,Degraded
1.0723,2.7746,2.3528,1.06,Healthy
0.9922,3.0069,2.1333,4.34,Healthy
1.2033,3.1990,3.1494,1.91,Healthy
3.6988,5.5764,9.6061,15.00,Danger
0.9022,2.8155,3.1663,2.30,Healthy
0.9999,3.3076,3.0106,4.77,Healthy
1.0565,3.3585,3.0263,3.59,Healthy
1.2015,3.5251,3.1250,0.28,Healthy
2.4048,5.0104,6.7720,5.57,Degraded
0.9922,3.1573,3.9603,1.07,Healthy
0.8042,2.8416,3.5472,1.47,Healthy
1.1864,2.9664,2.7366,4.51,Healthy
2.0286,5.3350,3.8839,12.73,Degraded
1.8888,4.7432,6.4662,5.21,Degraded
0.9361,2.5548,3.2141,3.37,Healthy
3.9246,6.5729,12.6616,38.49,Danger
1.1909,3.1089,3.0539,3.09,Healthy
2.3491,5.1575,4.2808,4.24,Degraded
1.0772,2.9694,3.5221,3.39,Healthy
4.6195,6.4378,10.0845,26.45,Danger
1.0214,3.2065,3.2964,4.11,Healthy
0.9933,3.0217,2.7278,1.32,Healthy
1.0025,2.3941,4.0716,3.34,Healthy
1.1280,3.1339,2.4093,2.89,Healthy
5.9000,8.6868,16.0099,34.39,Danger
1.1607,2.5507,3.0068,2.99,Healthy
3.3965,6.2269,15.1248,26.04,Danger
4.1611,7.4388,11.3735,27.45,Danger
2.7633,4.2714,4.9620,12.80,Degraded
1.1895,2.9343,3.4411,2.34,Healthy
2.2810,3.6891,5.5792,8.40,Degraded
4.2430,6.1115,8.6183,27.43,Danger
1.1011,2.7610,3.2884,3.17,Healthy
2.6465,4.8693,5.0453,13.65,Degraded
1.1089,2.7715,3.0655,3.00,Healthy
1.0700,2.7313,3.2117,1.96,Healthy
1.0143,3.0022,3.6117,2.00,Healthy
2.7322,3.3143,4.2977,10.50,Degraded
4.2414,7.9352,13.5194,30.33,Danger
0.9719,2.7862,2.8563,3.08,Healthy
1.0735,3.2014,2.5736,1.06,Healthy
1.2687,3.2227,3.4693,0.33,Healthy
0.9278,3.0899,2.4792,4.95,Healthy
3.1003,6.7467,12.3612,27.10,Danger
0.9470,2.6419,3.7099,2.57,Healthy
0.9703,2.9305,2.4565,0.54,Healthy
1.0316,2.5333,2.2101,1.60,Healthy
4.1903,6.2236,15.9987,33.48,Danger
0.8726,2.7587,2.5119,0.90,Healthy
0.7927,3.3042,3.2913,2.02,Healthy
1.0614,2.9393,3.4768,0.83,Healthy
0.9954,3.4595,2.8879,5.35,Healthy
3.4563,5.0203,4.6724,13.87,Degraded
3.7781,8.8875,8.5474,15.73,Danger
1.1288,3.1618,2.9803,3.06,Healthy
0.9623,2.5828,2.9627,0.00,Healthy
0.9376,3.2398,2.9864,1.57,Healthy
1.0315,3.6595,3.7870,3.48,Healthy
5.2614,6.2975,12.4666,47.55,Danger
1.6338,3.4615,3.9801,9.97,Degraded
1.0918,2.8168,3.0249,2.76,Healthy
0.8763,2.8818,3.2762,1.20,Healthy
3.3340,6.3384,11.9699,25.21,Danger
1.1734,2.9032,3.3522,5.27,Healthy
0.9749,2.7058,3.0928,4.22,Healthy
5.6536,10.1497,14.1950,26.82,Danger
0.9878,2.9687,3.6667,4.51,Healthy
1.0680,3.3243,2.0944,0.25,Healthy
1.0421,2.8708,2.2166,1.94,Healthy
1.1741,2.8531,3.2650,0.80,Healthy
0.8698,2.9377,2.2853,0.00,Healthy
6.0294,6.1401,13.2806,31.25,Danger
1.2893,3.1947,2.8932,3.27,Healthy
2.3934,4.5058,4.8197,13.19,Degraded
1.3000,4.6728,8.0748,5.34,Degraded
1.0607,2.6880,2.7331,2.59,Healthy
0.9906,2.9605,3.0428,2.86,Healthy
3.2589,8.5315,10.9435,22.97,Danger
1.8173,4.0869,4.9137,17.27,Degraded
1.0700,2.5001,2.8383,2.61,Healthy
3.0000,7.8736,12.5450,34.78,Danger
0.9502,2.5466,3.4895,0.51,Healthy
5.4773,7.9998,13.6151,45.82,Danger
2.9015,4.6762,4.6134,14.57,Degraded
0.8184,2.8213,2.8426,2.91,Healthy
4.0487,10.3385,17.1099,41.74,Danger
1.7115,4.1903,4.3909,11.59,Degraded
0.9563,3.1211,3.3974,2.49,Healthy
4.7099,5.0000,13.6235,35.79,Danger
2.2520,4.4965,5.7151,11.52,Degraded
0.8704,3.8217,2.5485,1.40,Healthy
2.1350,5.5538,5.0973,9.54,Degraded
0.9816,2.7624,3.3536,2.74,Healthy
4.1571,7.9487,19.1574,30.02,Danger
5.6025,6.1352,15.3052,37.65,Danger
2.2881,3.0000,5.9298,19.10,Degraded
1.7021,5.7691,3.8447,13.12,Degraded
0.9350,2.8241,2.6396,5.68,Healthy
1.0769,3.2737,2.6709,0.00,Healthy
5.6593,5.3950,10.9614,45.71,Danger
0.9750,3.0221,2.7534,2.50,Healthy
2.0483,4.7454,3.5000,12.46,Degraded
0.8816,2.7601,2.8274,1.95,Healthy
0.7000,3.1710,3.6879,4.44,Healthy
4.4853,6.2044,13.8880,25.73,Danger
0.9249,3.3371,2.9377,2.18,Healthy
2.6572,4.5406,5.6033,11.38,Degraded
4.0497,6.1484,10.4915,30.80,Danger
2.0861,3.2673,7.1586,10.54,Degraded
0.9644,3.6229,2.6523,4.34,Healthy
0.9694,2.6316,3.0622,4.03,Healthy
2.9050,4.3802,7.2075,8.01,Degraded
3.8729,7.3272,18.9612,20.80,Danger
0.8364,2.8942,2.7463,3.69,Healthy
1.0523,2.8773,3.4490,1.41,Healthy
0.9602,2.8587,2.7253,5.51,Healthy
1.8289,5.0176,4.8191,4.71,Degraded
1.2403,2.9129,2.9111,2.35,Healthy
2.4574,4.4115,3.6025,16.35,Degraded
0.8699,3.0245,3.1191,1.14,Healthy
1.1696,3.0584,3.6739,0.70,Healthy
1.2334,3.3148,2.1541,1.99,Healthy
4.2647,7.2983,13.6509,25.88,Danger
1.0386,2.8724,2.3609,4.33,Healthy
0.8220,3.4932,3.0185,2.81,Healthy
1.0481,3.3874,3.5347,2.49,Healthy
1.5797,5.1647,4.3460,13.32,Degraded
1.0269,2.9279,3.1209,1.78,Healthy
1.0895,2.9093,2.8445,0.01,Healthy
5.7125,6.5548,14.9187,17.70,Danger
0.8391,3.5533,3.1767,1.46,Healthy
1.1564,3.3094,3.0637,1.48,Healthy
4.5345,8.6965,10.7621,24.61,Danger
3.5670,7.0464,14.6592,31.24,Danger
4.2367,8.7423,13.6549,30.06,Danger
1.7815,4.0059,5.7424,4.53,Degraded
0.9412,3.0332,2.9282,3.00,Healthy
2.5589,3.3092,7.0750,14.42,Degraded
3.7366,6.0118,10.4223,31.70,Danger
1.2091,2.9288,3.7519,0.31,Healthy
1.0572,3.2408,3.0263,0.00,Healthy
1.0595,3.0485,2.5726,1.43,Healthy
2.4856,5.2067,6.5715,13.87,Degraded
1.0910,3.5883,3.2276,0.00,Healthy
5.7416,8.3730,15.1910,19.10,Danger
1.1705,2.7331,2.8564,3.65,Healthy
0.9694,3.2026,3.3115,0.59,Healthy
1.1939,2.6815,2.7964,2.70,Healthy
0.8937,3.2902,2.4877,3.56,Healthy
2.3679,4.1693,5.1303,14.60,Degraded
1.0121,2.8332,2.9976,4.06,Healthy
0.8979,2.7107,3.6641,1.50,Healthy
3.0346,4.6935,6.4170,6.75,Degraded
3.9543,6.1326,10.2698,21.06,Danger
1.0799,2.8161,3.1583,0.29,Healthy
5.2800,5.0956,13.5571,15.00,Danger
0.8604,3.1395,3.6422,4.13,Healthy
0.8690,2.6845,3.0727,1.56,Healthy
2.0243,4.8746,5.2203,14.77,Degraded
3.7671,8.8182,15.0728,28.04,Danger
2.4656,4.7262,6.7072,17.89,Degraded
0.7863,3.3558,3.0443,1.09,Healthy
1.0655,3.1543,3.2766,2.58,Healthy
1.0428,2.6403,3.6418,0.00,Healthy
5.1387,5.0000,17.2922,36.60,Danger
1.0567,3.3007,2.7341,3.24,Healthy
0.9115,3.0404,3.1674,2.10,Healthy
3.8688,5.8785,18.9271,22.64,Danger
0.8157,2.9810,3.0434,0.97,Healthy
1.9286,4.4055,4.8081,12.03,Degraded
2.1097,4.7908,6.0380,13.64,Degraded
2.0636,4.2933,4.6617,15.01,Degraded
1.6959,4.0404,5.4139,16.21,Degraded
1.9932,3.0000,6.9343,14.46,Degraded
1.3000,4.8896,4.7643,9.53,Degraded
0.9379,3.4071,2.6121,3.52,Healthy
5.0943,7.2190,10.8902,25.93,Danger
2.4967,4.8721,5.7482,11.49,Degraded
0.9204,3.1349,3.1867,3.62,Healthy
0.8657,3.5135,3.6271,0.55,Healthy
3.0000,8.5383,14.8625,30.09,Danger
5.3984,7.8023,14.5099,15.00,Danger
1.0205,3.0686,3.3004,1.02,Healthy
1.1853,2.7147,2.4629,1.24,Healthy
1.0023,2.6082,2.9534,0.61,Healthy
0.8125,3.4941,2.5428,0.08,Healthy
1.0804,2.9872,2.3964,3.45,Healthy
0.9429,2.7645,2.9688,1.29,Healthy
3.5901,8.2837,10.9492,29.37,Danger
1.1216,3.0235,2.6563,2.22,Healthy
1.0460,2.5882,3.3359,2.86,Healthy
1.0237,2.9289,3.6358,1.65,Healthy
1.1627,2.8833,2.7638,2.68,Healthy
1.9833,3.5446,7.1607,13.25,Degraded
2.6054,5.1641,7.3869,11.55,Degraded
1.0612,2.6565,2.8312,3.64,Healthy
4.1992,5.2846,15.9527,43.86,Danger
1.0025,2.9913,2.7005,0.84,Healthy
1.0751,2.5828,3.1194,2.71,Healthy
2.2618,4.7906,3.7975,15.56,Degraded
1.0884,2.9327,2.6999,0.04,Healthy
1.9240,5.3313,4.4262,9.05,Degraded
0.7846,2.4918,3.1773,1.30,Healthy
0.9034,3.3277,3.0513,2.60,Healthy
1.3000,4.0379,5.9071,15.67,Degraded
1.2121,3.2506,3.5000,1.34,Healthy
0.7659,2.9147,2.6234,3.43,Healthy
0.9809,2.8258,3.3011,3.19,Healthy
1.2209,3.3669,3.2165,4.79,Healthy
1.8280,3.7335,5.8707,12.36,Degraded
0.8966,2.6660,3.3506,4.34,Healthy
1.0199,2.8365,2.8004,0.91,Healthy
0.9181,2.6290,2.6905,0.61,Healthy
1.8194,3.6420,4.3193,14.06,Degraded
1.9150,3.3745,3.5000,15.85,Degraded
1.2487,3.2874,3.1357,3.30,Healthy
2.6940,3.9681,4.9845,12.82,Degraded
1.0880,2.9382,2.6795,1.83,Healthy
1.0678,3.4766,3.1034,3.66,Healthy
1.1311,2.9218,2.9658,0.50,Healthy
1.4354,4.3801,5.8824,17.28,Degraded
0.9797,2.7797,2.3945,3.55,Healthy
1.0291,2.7809,3.5156,0.00,Healthy
1.0987,2.7852,3.0589,5.09,Healthy
1.1973,3.2640,2.3228,3.59,Healthy
2.7842,4.8792,5.5095,14.86,Degraded
1.1350,2.8156,2.5970,0.00,Healthy
0.9355,3.0623,2.7898,1.63,Healthy
1.0459,2.9470,2.6146,0.53,Healthy
2.6641,4.8098,5.6604,11.58,Degraded
3.0989,4.1444,7.1628,8.33,Degraded
0.8173,3.1105,2.5973,0.00,Healthy
2.8286,3.4879,5.5961,9.02,Degraded
1.0018,2.5956,3.0021,0.77,Healthy
3.6198,7.0826,17.1561,39.27,Danger
2.2593,4.4615,7.1780,16.99,Degraded
1.1593,2.8472,2.5165,3.08,Healthy
1.8306,4.2728,6.8294,12.65,Degraded
2.4040,5.4052,4.5596,9.02,Degraded
1.7061,4.6108,4.6119,9.37,Degraded
4.2711,7.1394,12.9925,35.79,Danger
1.0577,2.8285,2.9329,1.70,Healthy
1.1002,2.8892,2.1324,1.69,Healthy
5.5175,7.9256,10.2255,27.24,Danger
0.9231,3.2310,2.9819,4.68,Healthy
1.1714,2.7800,3.2434,0.48,Healthy
2.8483,4.7303,5.5620,14.05,Degraded
0.8476,3.3848,2.9938,0.17,Healthy
0.8939,3.1765,2.9630,1.37,Healthy
0.9211,3.0216,3.0759,2.32,Healthy
3.5864,6.5877,15.9168,33.57,Danger
0.8261,3.1007,3.6226,1.19,Healthy
5.0756,8.5249,11.4004,41.15,Danger
4.5475,5.9172,11.9192,42.86,Danger
1.0589,2.6443,3.1923,0.00,Healthy
0.9992,2.6806,3.0771,2.46,Healthy
1.1264,3.0386,3.2235,1.71,Healthy
2.4785,4.9004,5.0617,13.69,Degraded
2.1459,5.2817,5.7919,18.13,Degraded
1.0851,3.3060,2.8209,2.61,Healthy
0.9413,2.6708,3.1182,3.36,Healthy
0.9716,3.3734,3.0000,2.66,Healthy
1.1387,3.3615,3.0544,1.99,Healthy
1.0170,2.5792,3.0700,6.44,Healthy
5.9491,5.7107,10.0185,31.51,Danger
1.3050,3.2116,3.4819,1.51,Healthy
1.0343,2.9575,2.9364,1.23,Healthy
0.8474,2.7316,3.4021,2.32,Healthy
1.0893,3.0464,3.5521,1.02,Healthy
2.3925,4.1005,5.3906,12.40,Degraded
0.9256,3.2077,3.4145,1.38,Healthy
1.0864,2.9256,3.7606,4.36,Healthy
1.2427,2.8824,3.5643,3.13,Healthy
0.7679,2.8825,2.5823,0.53,Healthy
3.1486,6.7610,18.6385,15.00,Danger
0.8084,3.2713,2.8634,0.00,Healthy
1.0528,3.0382,2.4365,4.28,Healthy
1.9491,3.6673,8.1149,5.95,Degraded
0.8812,3.3987,2.4623,2.87,Healthy
0.9141,2.9049,3.2507,1.95,Healthy
1.7493,4.6674,6.1165,12.58,Degraded
1.1652,3.6037,2.7628,0.00,Healthy
0.9542,2.5726,3.1770,2.33,Healthy
1.0803,3.2042,3.0204,0.00,Healthy
0.9428,2.5089,2.5554,1.57,Healthy
1.0616,3.0016,3.5298,4.50,Healthy
1.0477,3.0834,2.5725,4.25,Healthy
0.9312,2.7467,3.4653,1.54,Healthy
3.0000,5.4812,12.8954,40.00,Danger
0.9853,3.0416,2.7495,2.24,Healthy
5.8976,6.2877,7.6407,25.60,Danger
0.9295,2.9186,3.0588,0.00,Healthy
0.7963,3.2694,2.8527,2.40,Healthy
0.8135,3.0846,3.3241,0.00,Healthy
4.5989,6.7095,10.6386,42.79,Danger
1.1619,2.9657,3.0716,2.75,Healthy
2.3740,3.5705,5.5233,9.70,Degraded
0.9551,2.6990,3.6897,1.79,Healthy
1.2164,2.8635,2.5236,3.81,Healthy
3.7607,6.9864,17.3432,27.17,Danger
0.9729,3.0952,3.2379,0.00,Healthy
1.0877,2.8016,2.8760,1.87,Healthy
1.3000,4.7623,6.6914,4.00,Degraded
1.7475,4.5085,6.5865,17.56,Degraded
1.0296,2.4025,2.6827,0.20,Healthy
1.0667,2.7164,2.8214,1.41,Healthy
0.9644,3.0780,2.5413,3.37,Healthy
2.1694,5.1330,8.7817,7.78,Degraded
2.0527,5.0759,5.7753,12.81,Degraded
0.8895,3.5065,3.1450,4.18,Healthy
1.2112,3.2690,2.1941,2.08,Healthy
0.9660,2.4674,2.6140,0.00,Healthy
2.4410,4.5236,6.5117,8.45,Degraded
5.0214,8.9140,17.1576,33.22,Danger
1.0973,2.9682,3.1230,2.60,Healthy
2.7778,4.0639,6.3840,13.58,Degraded
1.9496,4.0665,6.3073,12.10,Degraded
1.1567,3.4293,2.9080,1.99,Healthy
1.0659,2.8517,3.8340,1.86,Healthy
1.2855,3.4131,3.5000,3.76,Healthy
2.6078,4.4524,6.3508,11.22,Degraded
3.1859,4.9291,5.0320,9.33,Degraded
0.9291,3.2723,3.7253,3.02,Healthy
4.1835,7.1676,7.0000,30.54,Danger
0.8561,2.8122,3.3350,2.31,Healthy
0.9594,3.1205,3.1246,0.00,Healthy
3.2820,6.7065,14.2625,47.39,Danger
1.8039,5.3464,5.5075,15.73,Degraded
1.0916,2.9818,3.4498,1.44,Healthy
0.8836,3.2108,3.1448,0.00,Healthy
1.0412,2.3858,3.1527,3.55,Healthy
0.7940,3.2949,2.9571,2.42,Healthy
2.6812,4.2356,4.2708,15.93,Degraded
0.9139,2.8163,2.4617,0.00,Healthy
0.8214,2.9548,2.8528,3.71,Healthy
2.5840,3.0307,5.3215,14.44,Degraded
0.9142,2.9639,3.1097,0.96,Healthy
1.1565,2.9970,3.0589,4.15,Healthy
5.6674,5.9807,13.3990,25.03,Danger
1.0877,2.7246,3.3678,1.94,Healthy
0.9864,3.2060,2.7249,1.08,Healthy
1.0416,3.0421,2.7670,2.91,Healthy
3.7980,7.0965,16.7962,32.09,Danger
0.9641,2.6187,3.3844,3.37,Healthy
3.2942,4.8805,6.0682,11.95,Degraded
0.8911,3.3674,3.4331,1.40,Healthy
0.9697,2.7749,2.8190,4.08,Healthy
1.7168,4.0994,5.2795,18.81,Degraded
1.0469,3.1175,3.1653,2.26,Healthy
2.5858,4.0751,5.6050,16.80,Degraded
3.2494,6.9570,7.8535,40.50,Danger
3.6401,7.7920,8.1109,48.29,Danger
0.7510,2.3510,2.6502,2.32,Healthy
1.0626,3.0083,2.8319,0.97,Healthy
0.9782,3.3001,2.8166,2.20,Healthy
2.0917,5.2729,5.1248,8.02,Degraded
0.8820,2.6299,3.1048,0.69,Healthy
0.7559,3.3783,2.6470,2.61,Healthy
2.1252,4.7631,4.3118,8.80,Degraded
0.8834,2.8015,3.0007,3.81,Healthy
2.3547,4.2001,5.1518,6.28,Degraded
2.0316,4.0901,6.7038,13.88,Degraded
2.0547,5.0147,3.5000,12.99,Degraded
1.9463,3.7666,5.5423,15.61,Degraded
0.8721,2.8254,2.7592,2.65,Healthy
0.8004,2.8621,3.1236,0.28,Healthy
0.9196,2.9720,3.2903,0.36,Healthy
1.0449,3.5170,3.3681,4.21,Healthy
5.6613,7.3083,9.2296,36.68,Danger
1.5311,5.7889,5.9154,12.79,Degraded
1.9343,3.9011,5.6237,6.90,Degraded
2.1663,5.7347,6.5134,14.17,Degraded
0.9449,3.2561,2.6742,2.73,Healthy
1.1054,2.0296,2.5792,1.51,Healthy
1.1463,2.4737,3.5357,0.00,Healthy
2.4932,4.0707,3.6638,8.43,Degraded
1.6399,5.5338,6.9217,10.30,Degraded
5.3039,5.8991,9.5688,47.97,Danger
0.7000,3.0341,3.4176,2.02,Healthy
1.1356,3.3491,3.1972,2.76,Healthy
2.5453,4.0862,5.6904,11.55,Degraded
0.9048,2.7507,2.6646,1.99,Healthy
1.0546,2.8602,2.9962,3.18,Healthy
1.0832,3.0072,3.5057,0.00,Healthy
2.3880,4.5875,4.9991,14.52,Degraded
1.0509,2.8557,2.6303,2.29,Healthy
0.8711,3.2751,3.6979,1.11,Healthy
1.0036,3.0729,3.6063,3.67,Healthy
0.9748,3.2071,3.2564,1.34,Healthy
1.0340,2.9711,2.5523,3.45,Healthy
1.0560,2.7626,2.2803,0.32,Healthy
1.7037,4.7913,4.0005,8.81,Degraded
0.9572,2.7271,3.6507,4.76,Healthy
1.0866,3.1062,3.1496,1.87,Healthy
2.6151,3.5882,5.6696,7.45,Degraded
1.0297,2.9156,3.3477,0.00,Healthy
1.0000,2.9896,2.9874,0.78,Healthy
0.9684,3.1361,3.0211,2.99,Healthy
0.9663,3.2832,3.3414,1.25,Healthy
1.1329,3.4534,3.5297,2.53,Healthy
4.2053,6.3307,10.5127,36.82,Danger
2.2507,4.4523,4.6824,14.07,Degraded
3.3487,4.6030,6.3772,12.39,Degraded
1.0469,2.8571,3.3644,1.23,Healthy
1.0736,3.1988,3.1150,3.57,Healthy
1.0969,3.4420,3.1061,2.39,Healthy
0.9590,2.9773,3.0572,2.01,Healthy
1.0174,2.9058,3.4854,1.43,Healthy
5.7555,6.6577,12.9960,30.68,Danger
0.7911,3.2443,2.9540,4.01,Healthy
2.8300,4.0039,4.4668,13.57,Degraded
0.9839,2.7820,2.4046,4.46,Healthy
2.7131,4.3694,4.6180,15.02,Degraded
2.2615,4.1765,4.6646,15.40,Degraded
1.1736,2.9449,3.6679,1.44,Healthy
1.2595,2.5628,2.8115,3.57,Healthy
0.9340,2.8619,2.6857,5.08,Healthy
1.1433,3.1060,2.2430,0.97,Healthy
0.8507,3.1741,3.3029,4.78,Healthy
3.7482,5.8770,12.3574,38.25,Danger
1.7958,5.3784,5.2730,12.70,Degraded
0.9744,3.2020,2.9370,0.53,Healthy
1.0203,3.1557,2.5144,0.00,Healthy
1.1609,3.7835,3.1680,2.79,Healthy
2.4388,5.0931,5.0905,10.04,Degraded
0.8929,3.0564,3.1293,4.72,Healthy
1.1593,2.6561,3.6664,2.37,Healthy
4.3628,6.9220,10.1973,35.93,Danger
0.8343,3.4474,3.6013,1.93,Healthy
1.0052,3.1977,2.9533,2.56,Healthy
0.8639,2.6955,2.5503,0.65,Healthy
1.0316,3.0493,3.7690,3.39,Healthy
6.0664,9.8590,13.2235,38.68,Danger
3.8423,5.0000,12.5656,18.14,Danger
1.0186,3.5625,2.8079,0.00,Healthy
1.8563,4.2624,5.1805,11.52,Degraded
0.8181,2.8729,3.3237,1.37,Healthy
1.0030,3.1001,3.4885,1.78,Healthy
2.7065,3.7186,5.9180,6.82,Degraded
0.8340,3.4858,3.5911,1.05,Healthy
3.1387,8.0321,15.3428,19.56,Danger
1.1490,3.3005,2.7113,0.02,Healthy
2.4959,3.2581,6.3973,10.72,Degraded
4.6700,5.8893,14.6310,48.26,Danger
1.1547,2.9821,2.7459,0.00,Healthy
2.0030,3.4448,4.1143,9.03,Degraded
0.9164,3.0253,2.9500,3.69,Healthy
1.0955,3.0713,3.1362,2.28,Healthy
1.0192,3.5778,2.6101,1.17,Healthy
1.0001,2.6994,2.7551,1.37,Healthy
4.2472,7.4299,13.4120,18.74,Danger
1.0304,2.3763,3.5387,0.00,Healthy
2.1857,3.7901,6.5038,19.78,Degraded
1.2199,2.8770,2.9541,6.03,Healthy
2.7069,4.9039,4.4861,15.17,Degraded
0.9953,3.2906,3.5621,0.00,Healthy
0.9697,2.5454,2.5259,3.50,Healthy
0.9711,3.3048,3.1610,1.81,Healthy
1.2019,2.6353,3.0042,0.00,Healthy
0.8919,3.3533,3.1294,3.48,Healthy
1.6995,3.9490,4.2195,11.80,Degraded
1.0351,3.3551,3.6881,1.42,Healthy
6.0526,6.5873,12.5140,21.46,Danger
1.1435,2.7690,3.6274,1.36,Healthy
0.8086,2.6784,2.7788,0.72,Healthy
1.0984,2.6378,3.3897,0.00,Healthy
2.3756,4.3309,7.5194,5.59,Degraded
0.9327,2.9015,3.4268,1.26,Healthy
3.0284,4.5150,4.6139,8.23,Degraded
0.8517,3.0520,3.2573,1.41,Healthy
2.5443,4.7643,4.6977,9.99,Degraded
2.8773,5.2153,4.6867,5.36,Degraded
1.8931,4.3879,5.4440,9.38,Degraded
5.1877,5.6282,15.7661,30.18,Danger
1.0038,3.4303,2.9648,1.90,Healthy
1.1003,3.0348,2.8827,0.85,Healthy
3.0704,3.9257,4.0420,11.63,Degraded
1.0266,2.5961,3.1672,4.00,Healthy
5.2122,7.0266,12.0433,15.97,Danger
0.9977,2.7748,2.8612,0.61,Healthy
2.4525,3.9986,7.4210,7.98,Degraded
0.9883,2.3915,2.8395,5.03,Healthy
2.0736,4.0058,5.7664,17.59,Degraded
1.0896,2.6291,3.2362,3.92,Healthy
1.0825,2.8710,3.3830,3.07,Healthy
1.1958,2.4354,2.9251,0.72,Healthy
2.4536,3.6669,4.8025,12.66,Degraded
5.6272,7.7938,15.8493,27.66,Danger
0.9724,3.0182,3.0704,1.23,Healthy
0.9152,3.1653,3.1405,2.86,Healthy
4.0149,6.4224,11.9702,23.27,Danger
1.3000,4.8070,5.0225,8.62,Degraded
0.9212,2.6639,2.0827,1.92,Healthy
1.6294,4.0936,6.5724,8.63,Degraded
1.6962,3.7899,6.4129,9.44,Degraded
1.0597,2.5796,2.9956,2.28,Healthy
1.0437,3.0412,2.8843,0.94,Healthy
5.4702,5.0000,13.4540,37.45,Danger
3.1315,4.8297,7.6344,14.51,Degraded
1.1435,3.4745,2.8144,4.51,Healthy
5.3762,6.7152,15.8714,31.65,Danger
0.9653,3.2796,3.1260,4.62,Healthy
1.7024,3.3622,3.5000,9.45,Degraded
1.8566,4.7406,6.3085,11.40,Degraded
0.7692,3.1179,3.3545,1.74,Healthy
2.3356,3.9436,5.8080,7.06,Degraded
0.9033,3.3482,3.1105,0.00,Healthy
5.9408,6.2828,12.6438,26.30,Danger
1.7473,4.4509,3.8711,15.86,Degraded
2.4582,3.9937,7.3246,11.98,Degraded
1.0384,2.7015,3.1128,4.11,Healthy
1.0743,2.7456,3.2411,0.00,Healthy
0.8734,2.9700,3.5543,0.00,Healthy
0.9144,2.4239,2.9940,2.11,Healthy
2.2399,4.2426,4.7673,15.13,Degraded
0.9199,2.8602,3.1255,0.56,Healthy
